2024-11-07	20:09:11.170	[IPS750_G45_F]	-0.001257	0.000000	-0.376991	0.000000	0.265779	0.000000	
2024-11-07	20:09:11.170	[IPS750_G45_F]	-0.001257	0.000258	-0.502655	0.258329	3.461264	258.328830	
2024-11-07	20:09:11.170	[IPS750_G45_F]	-0.000628	0.001033	-0.188496	0.774986	6.534556	516.657659	
2024-11-07	20:09:11.170	[IPS750_G45_F]	-0.000000	0.002583	0.439823	1.549973	9.571525	774.986489	
2024-11-07	20:09:11.170	[IPS750_G45_F]	0.003142	0.005167	1.382301	2.583288	12.571333	1033.315319	
2024-11-07	20:09:11.170	[IPS750_G45_F]	0.006912	0.009042	2.576106	3.874932	15.577440	1291.644148	
2024-11-07	20:09:11.170	[IPS750_G45_F]	0.008796	0.014466	3.015929	5.424905	19.298694	1549.972978	
2024-11-07	20:09:11.186	[IPS750_G45_F]	0.011310	0.021700	2.638938	7.233207	23.794576	1808.301807	
2024-11-07	20:09:11.186	[IPS750_G45_F]	0.018221	0.030999	3.644247	9.299838	27.530837	2066.630637	
2024-11-07	20:09:11.186	[IPS750_G45_F]	0.025133	0.042624	5.592035	11.624797	30.800693	2324.959467	
2024-11-07	20:09:11.186	[IPS750_G45_F]	0.033929	0.056832	7.476990	14.208086	34.302625	2583.288296	
2024-11-07	20:09:11.186	[IPS750_G45_F]	0.046496	0.073882	9.361946	17.049703	37.997154	2841.617126	
2024-11-07	20:09:11.186	[IPS750_G45_F]	0.061575	0.094032	12.189379	20.149649	41.223707	3099.945956	
2024-11-07	20:09:11.186	[IPS750_G45_F]	0.079168	0.117540	15.079644	23.507923	44.592174	3358.274785	
2024-11-07	20:09:11.186	[IPS750_G45_F]	0.101159	0.144664	18.158405	27.124527	47.600000	3616.603615	
2024-11-07	20:09:11.186	[IPS750_G45_F]	0.126292	0.175505	21.614157	30.840436	47.600000	3715.909091	
2024-11-07	20:09:11.186	[IPS750_G45_F]	0.155195	0.210061	25.321236	34.556345	47.600000	3715.909091	
2024-11-07	20:09:11.186	[IPS750_G45_F]	0.188496	0.248333	29.091147	38.272254	47.600000	3715.909091	
2024-11-07	20:09:11.186	[IPS750_G45_F]	0.225566	0.290321	33.112386	41.988163	47.600000	3715.909091	
2024-11-07	20:09:11.186	[IPS750_G45_F]	0.267035	0.336025	37.259288	45.704073	47.600000	3715.909091	
2024-11-07	20:09:11.186	[IPS750_G45_F]	0.313531	0.385445	41.657518	49.419982	47.600000	3715.909091	
2024-11-07	20:09:11.186	[IPS750_G45_F]	0.362540	0.438581	45.741588	53.135891	47.600000	3715.909091	
2024-11-07	20:09:11.202	[IPS750_G45_F]	0.418460	0.495433	50.328313	56.851800	47.600000	3715.909091	
2024-11-07	20:09:11.202	[IPS750_G45_F]	0.475009	0.556001	54.035393	60.567709	47.600000	3715.909091	
2024-11-07	20:09:11.202	[IPS750_G45_F]	0.537841	0.620284	58.245127	64.283618	47.600000	3715.909091	
2024-11-07	20:09:11.202	[IPS750_G45_F]	0.603814	0.688284	61.889374	67.999527	47.600000	3715.909091	
2024-11-07	20:09:11.202	[IPS750_G45_F]	0.674186	0.759999	66.350436	71.715436	47.600000	3715.909091	
2024-11-07	20:09:11.202	[IPS750_G45_F]	0.748956	0.835431	70.371674	75.431345	47.600000	3715.909091	
2024-11-07	20:09:11.202	[IPS750_G45_F]	0.827495	0.914578	74.581408	79.147254	47.600000	3715.909091	
2024-11-07	20:09:11.202	[IPS750_G45_F]	0.912318	0.997441	79.293797	82.863163	46.973546	3715.909091	
2024-11-07	20:09:11.202	[IPS750_G45_F]	0.999655	1.084020	83.692027	86.579073	46.546050	3715.909091	
2024-11-07	20:09:11.202	[IPS750_G45_F]	1.091389	1.174315	87.901761	90.294982	46.241209	3715.909091	
2024-11-07	20:09:11.202	[IPS750_G45_F]	1.187522	1.268326	91.734504	94.010891	46.194740	3715.909091	
2024-11-07	20:09:11.202	[IPS750_G45_F]	1.286796	1.366053	95.755742	97.726800	46.013628	3715.909091	
2024-11-07	20:09:11.202	[IPS750_G45_F]	1.390469	1.467496	99.651317	101.442709	45.916530	3715.909091	
2024-11-07	20:09:11.202	[IPS750_G45_F]	1.499168	1.572654	103.861051	105.158618	45.595254	3715.909091	
2024-11-07	20:09:11.202	[IPS750_G45_F]	1.611009	1.681529	108.133617	108.874527	45.222275	3715.909091	
2024-11-07	20:09:11.202	[IPS750_G45_F]	1.729761	1.794119	112.971670	112.590436	44.442277	3715.909091	
2024-11-07	20:09:11.217	[IPS750_G45_F]	1.851026	1.910426	117.432731	116.306345	43.911226	3715.909091	
2024-11-07	20:09:11.217	[IPS750_G45_F]	1.974805	2.030448	121.265474	120.022254	43.811962	3715.909091	
2024-11-07	20:09:11.217	[IPS750_G45_F]	2.102982	2.154186	124.344235	123.738163	44.242504	3715.909091	
2024-11-07	20:09:11.217	[IPS750_G45_F]	2.234301	2.281640	127.799987	127.454073	44.416824	3715.909091	
2024-11-07	20:09:11.217	[IPS750_G45_F]	2.370646	2.412810	131.884057	131.169982	44.152081	3715.909091	
2024-11-07	20:09:11.217	[IPS750_G45_F]	2.511389	2.547696	136.156623	134.885891	43.748927	3715.909091	
2024-11-07	20:09:11.217	[IPS750_G45_F]	2.657159	2.686079	140.931844	138.383059	40.357063	3497.167860	
2024-11-07	20:09:11.217	[IPS750_G45_F]	2.803557	2.827701	144.450428	141.621898	37.202495	3238.839030	
2024-11-07	20:09:11.217	[IPS750_G45_F]	2.954982	2.972303	147.717684	144.602408	34.038795	2980.510200	
2024-11-07	20:09:11.217	[IPS750_G45_F]	3.110177	3.119628	151.047772	147.324589	30.644376	2722.181371	
2024-11-07	20:09:11.217	[IPS750_G45_F]	3.269141	3.269416	155.194674	149.788442	26.482863	2463.852541	
2024-11-07	20:09:11.217	[IPS750_G45_F]	3.430619	3.421410	158.587594	151.993965	22.645539	2205.523712	
